"","X","ID","Sample.No","locus","index","well","site","C","T","total","C_Ratio","age","Sex","Population","ind"
"3413",4619,"R28","kw03-12","NP","6F","NP_6F_S46_merge.bam","NP_45",8,2300,2308,0.00346620450606586,15,"M","NR","6F"
"3414",4620,"R28","kw03-12","ACTB","12H","ACTB_12H_S96_sort.bam","ACTB_74",8,13996,14004,0.000571265352756355,15,"M","NR","12H"
"3418",4626,"R28","kw03-12","BDNF","6F","BDNF_6F_S46_sort.bam","BDNF_51",1411,27394,28805,0.0489845512931783,15,"M","NR","6F"
"3420",4631,"R28","kw03-12","NP","6F","NP_6F_S46_merge.bam","NP_92",25,2253,2278,0.0109745390693591,15,"M","NR","6F"
"3421",4632,"R28","kw03-12","NP","6F","NP_6F_S46_merge.bam","NP_132",31,2181,2212,0.0140144665461121,15,"M","NR","6F"
"3422",4633,"R28","kw03-12","NP","6F","NP_6F_S46_merge.bam","NP_148",83,1692,1775,0.0467605633802817,15,"M","NR","6F"
"3423",4634,"R28","kw03-12","NP","6F","NP_6F_S46_merge.bam","NP_151",21,1950,1971,0.0106544901065449,15,"M","NR","6F"
"3424",4635,"R28","kw03-12","ACTB","12H","ACTB_12H_S96_sort.bam","ACTB_71",1,13995,13996,7.1448985424407e-05,15,"M","NR","12H"
"3426",4637,"R28","kw03-12","NP","6F","NP_6F_S46_merge.bam","NP_157",3,1975,1978,0.00151668351870576,15,"M","NR","6F"
"3448",4661,"R28","kw03-12","ACTB","12H","ACTB_12H_S96_sort.bam","ACTB_65",4,14001,14005,0.000285612281328097,15,"M","NR","12H"
"3449",4662,"R28","kw03-12","CRF","6H","CRF_6H_S48_sort.bam","CRF_49",284,0,284,1,15,"M","NR","6H"
"3450",4663,"R28","kw03-12","BDNF","6F","BDNF_6F_S46_sort.bam","BDNF_37",638,28172,28810,0.0221450885109337,15,"M","NR","6F"
"3451",4664,"R28","kw03-12","BDNF","6F","BDNF_6F_S46_sort.bam","BDNF_45",372,28121,28493,0.0130558382760678,15,"M","NR","6F"
"3452",4665,"R28","kw03-12","BDNF","6F","BDNF_6F_S46_sort.bam","BDNF_48",617,28184,28801,0.0214228672615534,15,"M","NR","6F"
"3453",4668,"R28","kw03-12","BDNF","6F","BDNF_6F_S46_sort.bam","BDNF_57",368,28438,28806,0.0127751162952163,15,"M","NR","6F"
"3454",4669,"R28","kw03-12","BDNF","6F","BDNF_6F_S46_sort.bam","BDNF_81",486,28152,28638,0.0169704588309239,15,"M","NR","6F"
"3471",4690,"R28","kw03-12","BDNF","6F","BDNF_6F_S46_sort.bam","BDNF_26",2029,26336,28365,0.0715318173805747,15,"M","NR","6F"
"3472",4693,"W05","kw94-25","ACTB","12G","ACTB_12G_S95_sort.bam","ACTB_36",12,26161,26173,0.000458487754556222,20,"M","NR","12G"
"3473",4695,"W05","kw94-25","BDNF","6G","BDNF_6G_S47_sort.bam","BDNF_45",10,29706,29716,0.000336519046978059,20,"M","NR","6G"
"3475",4698,"W05","kw94-25","BDNF","6G","BDNF_6G_S47_sort.bam","BDNF_37",1769,28347,30116,0.058739540443618,20,"M","NR","6G"
"3476",4699,"W05","kw94-25","NP","6H","NP_6H_S48_merge.bam","NP_165",413,2312,2725,0.151559633027523,20,"M","NR","6H"
"3477",4701,"W05","kw94-25","BDNF","6G","BDNF_6G_S47_sort.bam","BDNF_81",922,29090,30012,0.0307210449153672,20,"M","NR","6G"
"3482",4709,"W05","kw94-25","BDNF","6G","BDNF_6G_S47_sort.bam","BDNF_48",9,30102,30111,0.000298894091860118,20,"M","NR","6G"
"3484",4711,"W05","kw94-25","BDNF","6G","BDNF_6G_S47_sort.bam","BDNF_57",11,30189,30200,0.000364238410596026,20,"M","NR","6G"
"3485",4712,"W05","kw94-25","ACTB","12G","ACTB_12G_S95_sort.bam","ACTB_29",4,26143,26147,0.000152981221555054,20,"M","NR","12G"
"3486",4713,"W05","kw94-25","ACTB","12G","ACTB_12G_S95_sort.bam","ACTB_49",10,26314,26324,0.000379881476979182,20,"M","NR","12G"
"3487",4714,"W05","kw94-25","BDNF","6G","BDNF_6G_S47_sort.bam","BDNF_26",5707,22945,28652,0.199183303085299,20,"M","NR","6G"
"3490",4719,"W05","kw94-25","NP","6H","NP_6H_S48_merge.bam","NP_66",0,3189,3189,0,20,"M","NR","6H"
"3491",4720,"W05","kw94-25","NP","6H","NP_6H_S48_merge.bam","NP_90",1,3143,3144,0.000318066157760814,20,"M","NR","6H"
"3492",4727,"W05","kw94-25","NP","6H","NP_6H_S48_merge.bam","NP_157",49,2674,2723,0.0179948586118252,20,"M","NR","6H"
"3494",4731,"W05","kw94-25","NP","6H","NP_6H_S48_merge.bam","NP_45",1,3188,3189,0.000313577924114142,20,"M","NR","6H"
"3499",4738,"W05","kw94-25","BDNF","6G","BDNF_6G_S47_sort.bam","BDNF_51",2943,27171,30114,0.0977286312014345,20,"M","NR","6G"
"3500",4739,"W05","kw94-25","ACTB","12G","ACTB_12G_S95_sort.bam","ACTB_71",3,28203,28206,0.000106360348861944,20,"M","NR","12G"
"3501",4740,"W05","kw94-25","ACTB","12G","ACTB_12G_S95_sort.bam","ACTB_74",6,28214,28220,0.000212615166548547,20,"M","NR","12G"
"3507",4749,"W05","kw94-25","ACTB","12G","ACTB_12G_S95_sort.bam","ACTB_51",7,26306,26313,0.000266028198989093,20,"M","NR","12G"
"3508",4750,"W05","kw94-25","ACTB","12G","ACTB_12G_S95_sort.bam","ACTB_54",583,25752,26335,0.0221378393772546,20,"M","NR","12G"
"3509",4751,"W05","kw94-25","ACTB","12G","ACTB_12G_S95_sort.bam","ACTB_65",16,28208,28224,0.000566893424036281,20,"M","NR","12G"
"3510",4755,"W05","kw94-25","NP","6H","NP_6H_S48_merge.bam","NP_160",1,2722,2723,0.000367242012486228,20,"M","NR","6H"
"3513",4762,"W05","kw94-25","NP","6H","NP_6H_S48_merge.bam","NP_154",1,2722,2723,0.000367242012486228,20,"M","NR","6H"
"3514",4765,"W05","kw94-25","NP","6H","NP_6H_S48_merge.bam","NP_151",0,2714,2714,0,20,"M","NR","6H"
"3516",4768,"W05","kw94-25","NP","6H","NP_6H_S48_merge.bam","NP_92",1,3138,3139,0.000318572793883402,20,"M","NR","6H"
"3517",4770,"W05","kw94-25","NP","6H","NP_6H_S48_merge.bam","NP_148",3,2441,2444,0.00122749590834697,20,"M","NR","6H"
"3518",4773,"W05","kw94-25","NP","6H","NP_6H_S48_merge.bam","NP_132",2,3034,3036,0.000658761528326746,20,"M","NR","6H"
